GarageType_target_enc,1stFlrSF,Foundation_target_enc,Neighborhood_target_enc,MSSubClass_target_enc,GrLivArea,TotalBsmtSF,GarageArea,SalePrice
134839.8474490496,1065,148643.92967309544,145089.99745755122,182388.8759624519,1065,1065,461,126500
247511.9491149525,804,221947.83308264185,192875.82895248916,170920.74571054638,1474,384,400,168500
198054.58963262377,1301,149050.0543191652,280752.75828047923,225520.8342009108,2417,1288,462,260000
247511.9491149525,684,221947.83308264185,192875.82895248916,235462.46639557104,1560,684,400,174000
133844.6523712076,612,221947.83308264185,223318.84301118867,142661.48254212315,1224,612,528,164500
108956.66477338466,1013,148643.92967309544,114241.17870376684,143275.60846681776,1526,1013,0,85000
111131.03432184827,990,220233.78524049476,199396.8118447444,183220.12629763645,990,990,0,123600
132483.46274086222,1040,117504.88817348966,147021.18032159554,181191.80511917887,1040,0,420,109900
199231.7335432684,1235,149705.90633027573,147869.98077675982,183483.42335687476,1235,1235,480,98600
133844.6523712076,964,129001.85433466172,209419.5416289137,104592.70225510924,964,876,432,163500
131681.9093723326,1260,127749.94283023692,123854.84616826354,137951.78999295278,2291,1214,506,133900
199024.493440907,905,221947.83308264185,192647.25239517997,235462.46639557104,1786,824,684,204750
246810.20999752395,680,219254.5623316537,192877.39029142316,231856.49381278292,1470,680,420,185000
199024.493440907,1588,221947.83308264185,192647.25239517997,182466.04765618735,1588,1588,472,214000
200966.5984431964,960,147693.47573999345,132023.63868179964,183220.12629763645,960,960,432,94750
173265.23893772488,835,128045.18682394264,130706.2992660582,105740.6362680809,835,458,366,83000
109846.21701219064,1225,147213.0388465542,144825.90905976115,182466.04765618735,1225,950,0,128950
200966.5984431964,1610,220233.78524049476,187836.60899694625,183220.12629763645,1610,1610,480,205000
199231.7335432684,977,149705.90633027573,184228.61079633544,231856.49381278292,1732,741,476,178000
198054.58963262377,1535,117504.88817348966,186545.74603427877,138138.85317765392,1535,0,410,118964
199343.5230126496,1226,222006.88135099763,199143.01953705208,182388.8759624519,1226,1226,740,198900
133844.6523712076,1226,221947.83308264185,115911.07696414462,143130.0908604894,1818,1040,240,169500
200966.5984431964,1053,220233.78524049476,221652.76719755697,231431.2289061408,1992,1053,648,250000
133844.6523712076,1047,129001.85433466172,121639.14413582496,104592.70225510924,1047,641,273,100000
133844.6523712076,789,147213.0388465542,121639.14413582496,182466.04765618735,789,789,250,115000
109846.21701219064,997,147213.0388465542,115911.07696414462,143130.0908604894,1517,793,0,115000
199343.5230126496,1844,148643.92967309544,185234.39905963707,182388.8759624519,1844,1844,546,190000
199231.7335432684,1216,149705.90633027573,129341.5694231813,143514.61725658685,1855,994,325,136900
235121.7006125657,774,218004.40229801767,191220.64984801156,168988.55960425045,1430,384,400,180000
247511.9491149525,1282,221947.83308264185,192647.25239517997,235462.46639557104,2696,1264,792,383970
163740.43362803513,2259,148643.92967309544,206081.01148546324,182388.8759624519,2259,1809,450,217000
131681.9093723326,1436,147693.47573999345,207760.72473202032,156806.44414748627,2320,1028,180,259500
134839.8474490496,729,222006.88135099763,218271.56903858596,146373.92791284944,1458,729,440,176000
199231.7335432684,1092,149705.90633027573,140403.04096478663,183483.42335687476,1092,1092,288,139000
199343.5230126496,1125,222006.88135099763,129165.63629403422,182388.8759624519,1125,1125,430,155000
199231.7335432684,728,219254.5623316537,198674.86569089824,231856.49381278292,1456,728,390,163990
199024.493440907,988,147213.0388465542,198805.1415926709,170920.74571054638,988,938,540,180000
133844.6523712076,772,221947.83308264185,115911.07696414462,143130.0908604894,1123,732,264,100000
199231.7335432684,1080,149705.90633027573,147869.98077675982,183483.42335687476,1080,1080,288,136000
199024.493440907,1199,221947.83308264185,183340.6072301441,200260.48719755697,1199,1199,530,153900
200966.5984431964,1586,147693.47573999345,187836.60899694625,183220.12629763645,1586,1362,435,181000
111131.03432184827,520,147693.47573999345,113002.39186927414,137951.78999295278,754,520,0,84500
199343.5230126496,958,148643.92967309544,157265.11844744405,200818.9299976509,958,1078,440,128000
108907.75843463709,840,128045.18682394264,124586.76106188056,134486.43598778485,840,672,0,87000
199024.493440907,660,147213.0388465542,144825.90905976115,235462.46639557104,1348,660,453,155000
166612.06747709657,1053,149050.0543191652,147021.18032159554,181191.80511917887,1053,1008,750,150000
199231.7335432684,1216,149705.90633027573,147869.98077675982,231856.49381278292,2157,924,487,226000
252134.6390741042,1022,222006.88135099763,189995.3934259539,234883.5588687686,2054,992,390,244000
132483.46274086222,1327,149050.0543191652,147021.18032159554,181191.80511917887,1327,1063,624,150750
200966.5984431964,1296,220233.78524049476,235769.9868519078,183220.12629763645,1296,1267,471,220000
199024.493440907,1721,147213.0388465542,137074.06878510257,182466.04765618735,1721,1461,440,180000
199231.7335432684,1682,219254.5623316537,190044.94135282663,183483.42335687476,1682,1304,530,174000
199024.493440907,1214,147213.0388465542,144825.90905976115,182466.04765618735,1214,1214,318,143000
169028.0771166818,1959,147693.47573999345,157422.20332897076,135338.94278643656,1959,1907,766,171000
198054.58963262377,1004,218004.40229801767,195370.33806856815,225520.8342009108,1852,1004,660,230000
198054.58963262377,928,218004.40229801767,195370.33806856815,225520.8342009108,1764,928,470,231500
109846.21701219064,864,147213.0388465542,144825.90905976115,182466.04765618735,864,864,0,115000
198054.58963262377,1734,218004.40229801767,195370.33806856815,181191.80511917887,1734,1734,660,260000
132483.46274086222,910,149050.0543191652,147021.18032159554,141402.59631853417,1385,910,720,166000
198054.58963262377,1501,218004.40229801767,195370.33806856815,181191.80511917887,1501,1490,577,204000
134839.8474490496,1728,148643.92967309544,137994.26253677416,138616.92637908028,1728,1728,504,125000
133844.6523712076,970,221947.83308264185,129804.7878139859,142661.48254212315,1709,970,380,130000
131681.9093723326,875,127749.94283023692,127039.08565692024,100978.02701432936,875,715,180,105000
247511.9491149525,884,221947.83308264185,192875.82895248916,235462.46639557104,2035,884,434,222500
109846.21701219064,1080,221947.83308264185,183340.6072301441,182466.04765618735,1080,1080,0,141000
131681.9093723326,896,127749.94283023692,127039.08565692024,144219.44051125445,1344,896,240,115000
198054.58963262377,969,149050.0543191652,195370.33806856815,181191.80511917887,969,969,440,122000
199024.493440907,1710,221947.83308264185,309315.89905963704,182466.04765618735,1710,1710,866,372402
199231.7335432684,1097,149705.90633027573,190044.94135282663,231856.49381278292,1993,825,495,190000
200966.5984431964,1252,147693.47573999345,203072.447850599,183220.12629763645,1252,1602,564,235000
131681.9093723326,1200,127749.94283023692,123854.84616826354,100978.02701432936,1200,1200,312,125000
111131.03432184827,572,127749.94283023692,132023.63868179964,144219.44051125445,1096,572,0,79000
132928.52869783103,1040,149705.90633027573,147869.98077675982,183483.42335687476,1040,0,625,109500
246810.20999752395,774,219254.5623316537,218238.2754779604,231856.49381278292,1968,774,680,269500
198054.58963262377,991,218004.40229801767,221201.7034756054,225520.8342009108,1947,991,678,254900
198054.58963262377,1392,218004.40229801767,191220.64984801156,225520.8342009108,2462,1392,576,320000
199231.7335432684,1232,219254.5623316537,217933.04498473104,183483.42335687476,1232,1232,516,162500
235121.7006125657,1572,218004.40229801767,295326.4089969462,225520.8342009108,2668,1572,726,412500
199231.7335432684,1541,219254.5623316537,301127.32602883765,183483.42335687476,1541,1541,532,220000
111131.03432184827,882,147693.47573999345,123854.84616826354,129913.1026544515,882,882,0,103200
131681.9093723326,1149,127749.94283023692,123854.84616826354,170087.06747709657,1616,1149,216,152000
108528.71972351744,808,127085.6141448518,129341.5694231813,131965.8615926709,1355,644,0,127500
199343.5230126496,1867,148643.92967309544,194481.6609007624,182388.8759624519,1867,1617,303,190000
199024.493440907,1610,221947.83308264185,309315.89905963704,235462.46639557104,2161,1582,789,325624
199024.493440907,840,221947.83308264185,192875.82895248916,235462.46639557104,1720,840,440,183500
200966.5984431964,1707,147693.47573999345,235769.9868519078,183220.12629763645,1707,1686,511,228000
132928.52869783103,854,149705.90633027573,120641.53847626928,143514.61725658685,1382,720,660,128500
199343.5230126496,1656,148643.92967309544,145089.99745755122,182388.8759624519,1656,1080,528,215000
199231.7335432684,1064,219254.5623316537,266115.4790825806,139538.9560681567,1767,1064,504,239000
198054.58963262377,1362,149050.0543191652,147021.18032159554,181191.80511917887,1362,1362,504,163000
198054.58963262377,1651,149050.0543191652,234765.8345399022,181191.80511917887,1651,1606,616,184000
199024.493440907,2158,147213.0388465542,129804.7878139859,182466.04765618735,2158,1202,576,243000
199231.7335432684,1164,219254.5623316537,202069.94964885424,231856.49381278292,2060,1151,521,211000
199343.5230126496,1252,148643.92967309544,137994.26253677416,143275.60846681776,1920,1052,451,172500
199343.5230126496,2234,222006.88135099763,277716.88284841774,182388.8759624519,2234,2216,1166,501837
132928.52869783103,968,149705.90633027573,120641.53847626928,103471.12779350462,968,968,480,100000
133844.6523712076,769,221947.83308264185,223318.84301118867,142661.48254212315,1525,756,440,177000
132483.46274086222,901,128045.18682394264,210215.05403865472,169225.31207201458,1802,793,216,200100
199231.7335432684,1340,219254.5623316537,129341.5694231813,183483.42335687476,1340,0,252,120000
132928.52869783103,1362,219254.5623316537,120641.53847626928,143514.61725658685,2082,1362,484,200000
199024.493440907,936,221947.83308264185,130909.62326156678,143130.0908604894,1252,504,576,127000
199024.493440907,1217,221947.83308264185,161837.9660422505,170920.74571054638,1217,1188,497,173000
133844.6523712076,808,147213.0388465542,121639.14413582496,143130.0908604894,1656,660,180,135000
134839.8474490496,1224,148643.92967309544,182892.8885676892,138616.92637908028,1224,1086,528,153337
199231.7335432684,1593,219254.5623316537,266115.4790825806,193034.39638634407,1593,1593,682,286000
131681.9093723326,1549,147693.47573999345,207760.72473202032,156806.44414748627,2727,853,440,315000
200966.5984431964,725,147693.47573999345,146812.37314815892,231431.2289061408,1479,725,484,184000
198054.58963262377,1431,218004.40229801767,195370.33806856815,181191.80511917887,1431,1431,666,192000
131681.9093723326,970,220233.78524049476,132023.63868179964,142994.4129792416,1709,970,380,130000
132928.52869783103,864,149705.90633027573,198674.86569089824,183483.42335687476,864,864,352,127000
199231.7335432684,855,149705.90633027573,157819.65398167726,139538.9560681567,1456,855,440,148500
199343.5230126496,1726,222006.88135099763,218271.56903858596,182388.8759624519,1726,1726,786,311872
133844.6523712076,1360,221947.83308264185,144825.90905976115,164224.71165139772,3112,1360,795,235000
109846.21701219064,929,147213.0388465542,121639.14413582496,164224.71165139772,2229,755,0,104000
199231.7335432684,1713,219254.5623316537,301127.32602883765,183483.42335687476,1713,1713,856,274900
199343.5230126496,1121,222006.88135099763,129165.63629403422,182388.8759624519,1121,1121,440,140000
131681.9093723326,1279,147693.47573999345,157422.20332897076,183220.12629763645,1279,1196,473,171500
199343.5230126496,865,128261.75945287976,125640.89488685304,143275.60846681776,1310,617,398,112000
198054.58963262377,848,218004.40229801767,195370.33806856815,201768.45944954484,848,848,420,149000
131681.9093723326,720,147693.47573999345,123854.84616826354,144219.44051125445,1284,720,240,110000
200966.5984431964,1442,220233.78524049476,191785.54405531555,183220.12629763645,1442,1424,500,180500
200966.5984431964,1696,147693.47573999345,138678.84741639957,183220.12629763645,1696,1140,349,143900
199343.5230126496,1100,222006.88135099763,145089.99745755122,182388.8759624519,1100,1100,312,141000
199024.493440907,1180,147213.0388465542,183340.6072301441,235462.46639557104,2062,1157,454,277000
200966.5984431964,1092,147693.47573999345,146812.37314815892,183220.12629763645,1092,1092,504,145000
111131.03432184827,864,147693.47573999345,132023.63868179964,100978.02701432936,864,864,0,98000
200966.5984431964,1212,220233.78524049476,132023.63868179964,183220.12629763645,1212,1212,460,186000
199343.5230126496,932,222006.88135099763,218271.56903858596,234883.5588687686,1852,900,644,252678
198054.58963262377,990,218004.40229801767,195370.33806856815,181191.80511917887,990,990,576,156000
199343.5230126496,689,148643.92967309544,199143.01953705208,234883.5588687686,1392,689,299,161750
199024.493440907,1236,147213.0388465542,144825.90905976115,182466.04765618735,1236,1070,447,134450
199024.493440907,1436,221947.83308264185,192647.25239517997,182466.04765618735,1436,1436,484,210000
133844.6523712076,810,147213.0388465542,121639.14413582496,168951.86815952597,1328,686,210,107000
199231.7335432684,1137,149705.90633027573,201792.63624618275,143514.61725658685,1954,798,431,311500
199024.493440907,1248,221947.83308264185,189988.07699083863,200260.48719755697,1248,1248,438,167240
200966.5984431964,1498,220233.78524049476,199396.8118447444,183220.12629763645,1498,1498,675,204900
246810.20999752395,1010,219254.5623316537,192877.39029142316,231856.49381278292,2267,1010,390,200000
199343.5230126496,811,148643.92967309544,185234.39905963707,234883.5588687686,1552,713,434,179900
131681.9093723326,864,147693.47573999345,146812.37314815892,183220.12629763645,864,864,576,97000
199343.5230126496,2392,222006.88135099763,308174.0814678937,182388.8759624519,2392,2392,968,386250
134839.8474490496,630,148643.92967309544,134015.11844744405,146373.92791284944,1302,630,280,112000
199231.7335432684,1214,219254.5623316537,281898.0769641446,231856.49381278292,2520,1203,721,290000
133844.6523712076,483,147213.0388465542,125533.1411009318,142661.48254212315,987,483,280,106000
132483.46274086222,912,149050.0543191652,140802.4423302795,181191.80511917887,912,912,336,125000
200966.5984431964,1555,220233.78524049476,188502.5299898207,201987.54281432077,1555,1373,430,192500
199024.493440907,1194,147213.0388465542,144825.90905976115,182466.04765618735,1194,1194,312,148000
198054.58963262377,1490,218004.40229801767,280752.75828047923,225520.8342009108,2794,1462,810,403000
199024.493440907,483,147213.0388465542,125533.1411009318,142661.48254212315,987,483,288,94500
200966.5984431964,894,147693.47573999345,199396.8118447444,183220.12629763645,894,894,308,128200
238894.03479201056,860,220233.78524049476,191785.54405531555,231431.2289061408,1960,860,440,216500
134839.8474490496,483,148643.92967309544,134015.11844744405,146373.92791284944,987,483,264,89500
199231.7335432684,1414,219254.5623316537,198674.86569089824,183483.42335687476,1414,1414,494,185500
199343.5230126496,1014,222006.88135099763,182892.8885676892,234883.5588687686,1744,996,457,194500
199231.7335432684,1694,219254.5623316537,301127.32602883765,183483.42335687476,1694,1694,818,318000
133844.6523712076,798,147213.0388465542,129804.7878139859,143130.0908604894,1487,735,220,113000
198054.58963262377,1566,218004.40229801767,221201.7034756054,181191.80511917887,1566,1566,750,262500
108956.66477338466,866,148643.92967309544,125640.89488685304,104328.52749672809,866,686,0,110500
199024.493440907,889,129001.85433466172,121639.14413582496,143130.0908604894,1440,540,352,79000
199343.5230126496,626,148643.92967309544,182892.8885676892,146373.92791284944,1217,626,288,120000
199343.5230126496,1222,222006.88135099763,182892.8885676892,234883.5588687686,2110,948,463,205000
200966.5984431964,1872,147693.47573999345,187836.60899694625,183220.12629763645,1872,1845,604,241500
132483.46274086222,908,190431.44247709657,124586.76106188056,133829.8615926709,1928,1020,440,137000
198054.58963262377,1375,149050.0543191652,147021.18032159554,181191.80511917887,1375,1367,451,140000
199343.5230126496,840,222006.88135099763,199143.01953705208,234883.5588687686,1668,840,500,180000
108528.71972351744,1306,149705.90633027573,128136.47191955333,103471.12779350462,1306,728,0,76500
200966.5984431964,1625,220233.78524049476,207760.72473202032,201987.54281432077,1625,1573,538,235000
199343.5230126496,798,222006.88135099763,182892.8885676892,234883.5588687686,1640,798,520,173000
199024.493440907,1302,147213.0388465542,144825.90905976115,170920.74571054638,1302,1302,309,158000
199024.493440907,1314,147213.0388465542,144825.90905976115,182466.04765618735,1314,1314,294,145000
247511.9491149525,1005,221947.83308264185,192875.82895248916,235462.46639557104,2291,975,429,230000
199024.493440907,864,221947.83308264185,223318.84301118867,235462.46639557104,1728,864,673,207500
200966.5984431964,1604,220233.78524049476,199396.8118447444,183220.12629763645,1604,1604,660,220000
200966.5984431964,963,220233.78524049476,199396.8118447444,231431.2289061408,1792,963,564,231500
134839.8474490496,882,222006.88135099763,125640.89488685304,182388.8759624519,882,0,308,97000
199024.493440907,1382,147213.0388465542,144825.90905976115,170920.74571054638,1382,1362,884,176000
247511.9491149525,1482,221947.83308264185,192647.25239517997,235462.46639557104,2574,1482,868,276000
199231.7335432684,1212,149705.90633027573,140403.04096478663,172045.5950908825,1212,506,492,151000
133844.6523712076,926,129001.85433466172,121639.14413582496,143130.0908604894,1316,926,484,130000
134839.8474490496,764,128261.75945287976,125640.89488685304,104328.52749672809,764,680,504,73000
198054.58963262377,1422,149050.0543191652,185222.41104204135,181191.80511917887,1422,1422,576,175500
199343.5230126496,802,222006.88135099763,189995.3934259539,234883.5588687686,1511,802,413,185000
131681.9093723326,1052,220233.78524049476,149477.4147746423,158106.03373854829,2192,720,240,179500
132928.52869783103,778,149705.90633027573,116138.45705343448,103471.12779350462,778,740,924,120500
199231.7335432684,1113,149705.90633027573,129341.5694231813,183483.42335687476,1113,1143,504,148000
199343.5230126496,1095,222006.88135099763,218271.56903858596,234883.5588687686,1939,1095,1053,266000
198054.58963262377,1363,149050.0543191652,205501.1415926709,181191.80511917887,1363,1385,439,241500
199231.7335432684,1164,219254.5623316537,281898.0769641446,231856.49381278292,2270,1152,671,290000
199231.7335432684,1632,149705.90633027573,147869.98077675982,183483.42335687476,1632,1240,338,139000
200966.5984431964,816,147693.47573999345,157422.20332897076,183220.12629763645,816,816,264,124500
134839.8474490496,952,128261.75945287976,127901.58977370606,143275.60846681776,1548,952,672,205000
199343.5230126496,1560,222006.88135099763,156446.3595612342,182388.8759624519,1560,1560,573,201000
132928.52869783103,864,149705.90633027573,192877.39029142316,183483.42335687476,864,864,400,141000
199024.493440907,2121,221947.83308264185,309315.89905963704,182466.04765618735,2121,2121,732,415298
199343.5230126496,1156,148643.92967309544,194481.6609007624,234883.5588687686,2022,1160,505,192000
199343.5230126496,1175,148643.92967309544,182892.8885676892,234883.5588687686,1982,807,575,228500
200966.5984431964,1262,220233.78524049476,221652.76719755697,183220.12629763645,1262,1262,572,185000
199343.5230126496,1314,222006.88135099763,308174.0814678937,200818.9299976509,1314,1314,626,207500
199231.7335432684,1468,219254.5623316537,221796.84719755696,183483.42335687476,1468,1468,898,244600
200966.5984431964,1575,220233.78524049476,180648.8062929032,201987.54281432077,1575,1575,529,179200
133844.6523712076,625,221947.83308264185,223318.84301118867,142661.48254212315,1250,625,528,164700
199024.493440907,1085,147213.0388465542,144825.90905976115,143130.0908604894,1734,912,440,159000
108907.75843463709,858,149050.0543191652,147021.18032159554,181191.80511917887,858,858,0,88000
131681.9093723326,900,147693.47573999345,138678.84741639957,183220.12629763645,900,882,280,122000
132928.52869783103,698,127085.6141448518,128136.47191955333,163674.93345801486,1396,698,384,153575
198054.58963262377,1079,218004.40229801767,195370.33806856815,225520.8342009108,1919,1079,685,233230
108907.75843463709,936,218004.40229801767,146403.2215926709,133829.8615926709,1716,780,0,135900
198054.58963262377,1148,149050.0543191652,130706.2992660582,141402.59631853417,1716,768,281,131000
200966.5984431964,1468,147693.47573999345,187836.60899694625,231431.2289061408,2263,795,539,235000
199343.5230126496,1644,148643.92967309544,145089.99745755122,182388.8759624519,1644,1416,418,167000
132483.46274086222,1003,149050.0543191652,158287.10317765392,168988.55960425045,1003,1003,588,142500
198054.58963262377,910,149050.0543191652,110410.75828047922,141402.59631853417,1558,910,282,152000
132483.46274086222,975,218004.40229801767,221201.7034756054,225520.8342009108,1950,975,576,239000
200966.5984431964,1041,147693.47573999345,187836.60899694625,231431.2289061408,1743,702,539,175000
198054.58963262377,1152,149050.0543191652,210215.05403865472,181191.80511917887,1152,1092,300,158500
200966.5984431964,1336,147693.47573999345,207760.72473202032,137951.78999295278,1336,1165,375,157000
235121.7006125657,1210,218004.40229801767,195370.33806856815,225520.8342009108,2452,1028,683,267000
199343.5230126496,1541,222006.88135099763,199143.01953705208,182388.8759624519,1541,1541,843,205000
198054.58963262377,894,218004.40229801767,195370.33806856815,181191.80511917887,894,894,552,149900
198054.58963262377,2000,218004.40229801767,195370.33806856815,181191.80511917887,2000,2000,888,305900
199024.493440907,1122,147213.0388465542,183340.6072301441,235462.46639557104,2243,700,746,225000
108528.71972351744,1035,149705.90633027573,116138.45705343448,143514.61725658685,1406,319,0,89500
133844.6523712076,861,147213.0388465542,129804.7878139859,104592.70225510924,861,861,539,82500
199343.5230126496,1944,222006.88135099763,308174.0814678937,182388.8759624519,1944,1896,708,360000
199231.7335432684,697,219254.5623316537,192877.39029142316,231856.49381278292,1501,697,420,165600
133844.6523712076,972,147213.0388465542,144825.90905976115,182466.04765618735,972,972,240,132000
134839.8474490496,793,148643.92967309544,125640.89488685304,132249.8883811862,1118,793,410,119900
133844.6523712076,832,129001.85433466172,121639.14413582496,168951.86815952597,1641,728,546,178000
